ano,uf,tipo,combustivel,qtde
2017,RIO DE JANEIRO,caminhonete,gasolina,241201
2017,RIO DE JANEIRO,camioneta,diesel,53945
2017,RIO DE JANEIRO,camioneta,eletrico,29
2017,RIO DE JANEIRO,camioneta,gasolina,278290
2017,RIO DE JANEIRO,microonibus,diesel,38594
2017,RIO DE JANEIRO,motocicleta,gasolina,908955
2017,RIO DE JANEIRO,motoneta,gasolina,161207
2017,RIO DE JANEIRO,onibus,diesel,46702
2017,RIO DE JANEIRO,utilitario,eletrico,5
2017,RIO DE JANEIRO,utilitario,flex,23279
2017,RIO DE JANEIRO,utilitario,gasolina,29497
2017,RIO GRANDE DO NORTE,automovel,alcool,30063
2017,RIO GRANDE DO NORTE,automovel,eletrico,19
2017,RIO GRANDE DO NORTE,automovel,flex,413432
2017,RIO GRANDE DO NORTE,automovel,gasolina,30782
2017,RIO GRANDE DO NORTE,automovel,gnv,47872
2017,RIO GRANDE DO NORTE,caminhao,diesel,31929
2017,RIO GRANDE DO NORTE,caminhaotrator,diesel,3274
2017,RIO GRANDE DO NORTE,caminhonete,diesel,26953
2017,RIO GRANDE DO NORTE,caminhonete,eletrico,3
2017,RIO GRANDE DO NORTE,caminhonete,gasolina,45706
2017,RIO GRANDE DO NORTE,camioneta,diesel,13691
2017,RIO GRANDE DO NORTE,camioneta,eletrico,1
2017,RIO GRANDE DO NORTE,camioneta,gasolina,23218
2017,RIO GRANDE DO NORTE,microonibus,diesel,4969
2017,RIO GRANDE DO NORTE,motocicleta,gasolina,417646
2017,RIO GRANDE DO NORTE,motoneta,gasolina,57147
2017,RIO GRANDE DO NORTE,onibus,diesel,6818
2017,RIO GRANDE DO NORTE,utilitario,eletrico,1
2017,RIO GRANDE DO NORTE,utilitario,flex,10724
2017,RIO GRANDE DO NORTE,utilitario,gasolina,2820
2017,RIO GRANDE DO SUL,automovel,alcool,197088
2017,RIO GRANDE DO SUL,automovel,eletrico,374
2017,RIO GRANDE DO SUL,automovel,flex,2012653
2017,RIO GRANDE DO SUL,automovel,gasolina,1840269
2017,RIO GRANDE DO SUL,automovel,gnv,63615
2017,RIO GRANDE DO SUL,caminhao,diesel,221906
2017,RIO GRANDE DO SUL,caminhaotrator,diesel,59673
2017,RIO GRANDE DO SUL,caminhonete,diesel,137430
2017,RIO GRANDE DO SUL,caminhonete,eletrico,42
2017,RIO GRANDE DO SUL,caminhonete,gasolina,321134
2017,RIO GRANDE DO SUL,camioneta,diesel,85292
2017,RIO GRANDE DO SUL,camioneta,eletrico,26
2017,RIO GRANDE DO SUL,camioneta,gasolina,199301
2017,RIO GRANDE DO SUL,microonibus,diesel,19878
2017,RIO GRANDE DO SUL,motocicleta,gasolina,1042301
2017,RIO GRANDE DO SUL,motoneta,gasolina,184021
2017,RIO GRANDE DO SUL,onibus,diesel,40679
2017,RIO GRANDE DO SUL,utilitario,eletrico,4
2017,RIO GRANDE DO SUL,utilitario,flex,24056
2017,RIO GRANDE DO SUL,utilitario,gasolina,25111
2017,RONDONIA,automovel,alcool,10356
2017,RONDONIA,automovel,eletrico,30
2017,RONDONIA,automovel,flex,251426
2017,RONDONIA,automovel,gasolina,0
2017,RONDONIA,automovel,gnv,80
2017,RONDONIA,caminhao,diesel,30254
2017,RONDONIA,caminhaotrator,diesel,6381
2017,RONDONIA,caminhonete,diesel,34976
2017,RONDONIA,caminhonete,eletrico,9
2017,RONDONIA,caminhonete,gasolina,43613
2017,RONDONIA,camioneta,diesel,8428
2017,RONDONIA,camioneta,eletrico,2
2017,RONDONIA,camioneta,gasolina,10510
2017,RONDONIA,microonibus,diesel,1183
2017,RONDONIA,motocicleta,gasolina,379789
2017,RONDONIA,motoneta,gasolina,113549
2017,RONDONIA,onibus,diesel,5888
2017,RONDONIA,utilitario,eletrico,0
2017,RONDONIA,utilitario,flex,3129
2017,RONDONIA,utilitario,gasolina,0
2017,RORAIMA,automovel,alcool,1444
2017,RORAIMA,automovel,eletrico,15
2017,RORAIMA,automovel,flex,66970
2017,RORAIMA,automovel,gasolina,0
2017,RORAIMA,automovel,gnv,43
2017,RORAIMA,caminhao,diesel,4658
2017,RORAIMA,caminhaotrator,diesel,737
2017,RORAIMA,caminhonete,diesel,7409
2017,RORAIMA,caminhonete,eletrico,5
2017,RORAIMA,caminhonete,gasolina,12952
2017,RORAIMA,camioneta,diesel,3176
2017,RORAIMA,camioneta,eletrico,2
2017,RORAIMA,camioneta,gasolina,5552
2017,RORAIMA,microonibus,diesel,682
2017,RORAIMA,motocicleta,gasolina,77650
2017,RORAIMA,motoneta,gasolina,19066
2017,RORAIMA,onibus,diesel,1040
2017,RORAIMA,utilitario,eletrico,0
2017,RORAIMA,utilitario,flex,1103
2017,RORAIMA,utilitario,gasolina,0
2017,SANTA CATARINA,automovel,alcool,132693
2017,SANTA CATARINA,automovel,eletrico,359
2017,SANTA CATARINA,automovel,flex,1740531
2017,SANTA CATARINA,automovel,gasolina,811243
2017,SANTA CATARINA,automovel,gnv,91817
2017,SANTA CATARINA,caminhao,diesel,147248
2017,SANTA CATARINA,caminhaotrator,diesel,51457
2017,SANTA CATARINA,caminhonete,diesel,84740
2017,SANTA CATARINA,caminhonete,eletrico,38
2017,SANTA CATARINA,caminhonete,gasolina,206538
2017,SANTA CATARINA,camioneta,diesel,69029
2017,SANTA CATARINA,camioneta,eletrico,31
2017,SANTA CATARINA,camioneta,gasolina,168248
2017,SANTA CATARINA,microonibus,diesel,11968
2017,SANTA CATARINA,motocicleta,gasolina,840221
2017,SANTA CATARINA,motoneta,gasolina,263508
2017,SANTA CATARINA,onibus,diesel,18797
2017,SANTA CATARINA,utilitario,eletrico,6
2017,SANTA CATARINA,utilitario,flex,29727
2017,SANTA CATARINA,utilitario,gasolina,17690
2017,SAO PAULO,automovel,alcool,1835425
2017,SAO PAULO,automovel,eletrico,2717
2017,SAO PAULO,automovel,flex,9618519
2017,SAO PAULO,automovel,gasolina,5815130
2017,SAO PAULO,automovel,gnv,276054
2017,SAO PAULO,caminhao,diesel,659990
2017,SAO PAULO,caminhaotrator,diesel,175201
2017,SAO PAULO,caminhonete,diesel,314736
2017,SAO PAULO,caminhonete,eletrico,245
2017,SAO PAULO,caminhonete,gasolina,1268437
2017,SAO PAULO,camioneta,diesel,272409
2017,SAO PAULO,camioneta,eletrico,212
2017,SAO PAULO,camioneta,gasolina,1097852
2017,SAO PAULO,microonibus,diesel,116008
2017,SAO PAULO,motocicleta,gasolina,4422647
2017,SAO PAULO,motoneta,gasolina,848193
2017,SAO PAULO,onibus,diesel,158169
2017,SAO PAULO,utilitario,eletrico,36
2017,SAO PAULO,utilitario,flex,127127
2017,SAO PAULO,utilitario,gasolina,104766
2017,SERGIPE,automovel,alcool,18453
2017,SERGIPE,automovel,eletrico,29
2017,SERGIPE,automovel,flex,273725
2017,SERGIPE,automovel,gasolina,0
2017,SERGIPE,automovel,gnv,21178
2017,SERGIPE,caminhao,diesel,20810
2017,SERGIPE,caminhaotrator,diesel,2462
2017,SERGIPE,caminhonete,diesel,13764
2017,SERGIPE,caminhonete,eletrico,4
2017,SERGIPE,caminhonete,gasolina,27124
2017,SERGIPE,camioneta,diesel,4725
2017,SERGIPE,camioneta,eletrico,1
2017,SERGIPE,camioneta,gasolina,9313
2017,SERGIPE,microonibus,diesel,3465
2017,SERGIPE,motocicleta,gasolina,237975
2017,SERGIPE,motoneta,gasolina,40584
2017,SERGIPE,onibus,diesel,6813
2017,SERGIPE,utilitario,eletrico,0
2017,SERGIPE,utilitario,flex,3524
2017,SERGIPE,utilitario,gasolina,504
2017,TOCANTINS,automovel,alcool,10888
2017,TOCANTINS,automovel,eletrico,21
2017,TOCANTINS,automovel,flex,187741
2017,TOCANTINS,automovel,gasolina,0
2017,TOCANTINS,automovel,gnv,250
2017,TOCANTINS,caminhao,diesel,22127
2017,TOCANTINS,caminhaotrator,diesel,4813
2017,TOCANTINS,caminhonete,diesel,24781
2017,TOCANTINS,caminhonete,eletrico,6
2017,TOCANTINS,caminhonete,gasolina,28358
2017,TOCANTINS,camioneta,diesel,8316
2017,TOCANTINS,camioneta,eletrico,2
2017,TOCANTINS,camioneta,gasolina,9515
2017,TOCANTINS,microonibus,diesel,1538
2017,TOCANTINS,motocicleta,gasolina,223248
2017,TOCANTINS,motoneta,gasolina,91184
2017,TOCANTINS,onibus,diesel,5400
2017,TOCANTINS,utilitario,eletrico,0
2017,TOCANTINS,utilitario,flex,3166
2017,TOCANTINS,utilitario,gasolina,0
2018,ACRE,automovel,alcool,3614
2018,ACRE,automovel,eletrico,20
2018,ACRE,automovel,flex,81771
2018,ACRE,automovel,gasolina,0
2018,ACRE,automovel,gnv,16
2018,ACRE,caminhao,diesel,7165
2018,ACRE,caminhaotrator,diesel,884
2018,ACRE,caminhonete,diesel,12421
2018,ACRE,caminhonete,eletrico,6
2018,ACRE,caminhonete,gasolina,11493
2018,ACRE,camioneta,diesel,3262
2018,ACRE,camioneta,eletrico,2
2018,ACRE,camioneta,gasolina,3019
2018,ACRE,microonibus,diesel,358
2018,ACRE,motocicleta,gasolina,115670
2018,ACRE,motoneta,gasolina,24161
2018,ACRE,onibus,diesel,1152
2018,ACRE,utilitario,eletrico,0
2018,ACRE,utilitario,flex,1273
2018,ACRE,utilitario,gasolina,0
2018,ALAGOAS,automovel,alcool,24121
2018,ALAGOAS,automovel,eletrico,20
2018,ALAGOAS,automovel,flex,306173
2018,ALAGOAS,automovel,gasolina,0
2018,ALAGOAS,automovel,gnv,19854
2018,ALAGOAS,caminhao,diesel,21178
2018,ALAGOAS,caminhaotrator,diesel,2502
2018,ALAGOAS,caminhonete,diesel,16912
2018,ALAGOAS,caminhonete,eletrico,3
2018,ALAGOAS,caminhonete,gasolina,31082
2018,ALAGOAS,camioneta,diesel,9008
2018,ALAGOAS,camioneta,eletrico,1
2018,ALAGOAS,camioneta,gasolina,16557
2018,ALAGOAS,microonibus,diesel,6550
2018,ALAGOAS,motocicleta,gasolina,281898
2018,ALAGOAS,motoneta,gasolina,39467
2018,ALAGOAS,onibus,diesel,7598
2018,ALAGOAS,utilitario,eletrico,0
2018,ALAGOAS,utilitario,flex,5516
2018,ALAGOAS,utilitario,gasolina,188
2018,AMAPA,automovel,alcool,1440
2018,AMAPA,automovel,eletrico,13
2018,AMAPA,automovel,flex,77204
2018,AMAPA,automovel,gasolina,0
2018,AMAPA,automovel,gnv,12
2018,AMAPA,caminhao,diesel,4002
2018,AMAPA,caminhaotrator,diesel,385
2018,AMAPA,caminhonete,diesel,5453
2018,AMAPA,caminhonete,eletrico,3
2018,AMAPA,caminhonete,gasolina,13749
2018,AMAPA,camioneta,diesel,1837
2018,AMAPA,camioneta,eletrico,1
2018,AMAPA,camioneta,gasolina,4630
2018,AMAPA,microonibus,diesel,428
2018,AMAPA,motocicleta,gasolina,64403
2018,AMAPA,motoneta,gasolina,11660
2018,AMAPA,onibus,diesel,1251
2018,AMAPA,utilitario,eletrico,0
2018,AMAPA,utilitario,flex,933
2018,AMAPA,utilitario,gasolina,0
2018,AMAZONAS,automovel,alcool,16193
2018,AMAZONAS,automovel,eletrico,88
2018,AMAZONAS,automovel,flex,369406
2018,AMAZONAS,automovel,gasolina,0
2018,AMAZONAS,automovel,gnv,2051
2018,AMAZONAS,caminhao,diesel,19675
2018,AMAZONAS,caminhaotrator,diesel,3311
2018,AMAZONAS,caminhonete,diesel,19993
2018,AMAZONAS,caminhonete,eletrico,18
2018,AMAZONAS,caminhonete,gasolina,57866
2018,AMAZONAS,camioneta,diesel,8880
2018,AMAZONAS,camioneta,eletrico,8
2018,AMAZONAS,camioneta,gasolina,25703
2018,AMAZONAS,microonibus,diesel,3537
2018,AMAZONAS,motocicleta,gasolina,251927
2018,AMAZONAS,motoneta,gasolina,56162
2018,AMAZONAS,onibus,diesel,8895
2018,AMAZONAS,utilitario,eletrico,1
2018,AMAZONAS,utilitario,flex,4906
2018,AMAZONAS,utilitario,gasolina,183
2018,BAHIA,automovel,alcool,99404
2018,BAHIA,automovel,eletrico,304
2018,BAHIA,automovel,flex,1606841
2018,BAHIA,automovel,gasolina,39829
2018,BAHIA,automovel,gnv,53127
2018,BAHIA,caminhao,diesel,117336
2018,BAHIA,caminhaotrator,diesel,20852
2018,BAHIA,caminhonete,diesel,98788
2018,BAHIA,caminhonete,eletrico,57
2018,BAHIA,caminhonete,gasolina,236005
2018,BAHIA,camioneta,diesel,37184
2018,BAHIA,camioneta,eletrico,21
2018,BAHIA,camioneta,gasolina,88832
2018,BAHIA,microonibus,diesel,29367
2018,BAHIA,motocicleta,gasolina,1275292
2018,BAHIA,motoneta,gasolina,188968
2018,BAHIA,onibus,diesel,39549
2018,BAHIA,utilitario,eletrico,5
2018,BAHIA,utilitario,flex,25411
2018,BAHIA,utilitario,gasolina,3042
2018,CEARA,automovel,alcool,60886
2018,CEARA,automovel,eletrico,142
2018,CEARA,automovel,flex,1010559
2018,CEARA,automovel,gasolina,0
2018,CEARA,automovel,gnv,47741
2018,CEARA,caminhao,diesel,72861
2018,CEARA,caminhaotrator,diesel,8810
2018,CEARA,caminhonete,diesel,87539
2018,CEARA,caminhonete,eletrico,23
2018,CEARA,caminhonete,gasolina,97437
2018,CEARA,camioneta,diesel,31458
2018,CEARA,camioneta,eletrico,8
2018,CEARA,camioneta,gasolina,35014
2018,CEARA,microonibus,diesel,12468
2018,CEARA,motocicleta,gasolina,1356639
2018,CEARA,motoneta,gasolina,162746
2018,CEARA,onibus,diesel,17521
2018,CEARA,utilitario,eletrico,4
2018,CEARA,utilitario,flex,31152
2018,CEARA,utilitario,gasolina,0
2018,DISTRITO FEDERAL,automovel,alcool,57905
2018,DISTRITO FEDERAL,automovel,eletrico,396
2018,DISTRITO FEDERAL,automovel,flex,902591
2018,DISTRITO FEDERAL,automovel,gasolina,302547
2018,DISTRITO FEDERAL,automovel,gnv,1569
2018,DISTRITO FEDERAL,caminhao,diesel,23763
2018,DISTRITO FEDERAL,caminhaotrator,diesel,3326
2018,DISTRITO FEDERAL,caminhonete,diesel,32966
2018,DISTRITO FEDERAL,caminhonete,eletrico,35
2018,DISTRITO FEDERAL,caminhonete,gasolina,79650
2018,DISTRITO FEDERAL,camioneta,diesel,28283
2018,DISTRITO FEDERAL,camioneta,eletrico,30
2018,DISTRITO FEDERAL,camioneta,gasolina,68337
2018,DISTRITO FEDERAL,microonibus,diesel,5797
2018,DISTRITO FEDERAL,motocicleta,gasolina,186643
2018,DISTRITO FEDERAL,motoneta,gasolina,19155
2018,DISTRITO FEDERAL,onibus,diesel,12456
2018,DISTRITO FEDERAL,utilitario,eletrico,8
2018,DISTRITO FEDERAL,utilitario,flex,18561
2018,DISTRITO FEDERAL,utilitario,gasolina,7444
2018,ESPIRITO SANTO,automovel,alcool,53214
2018,ESPIRITO SANTO,automovel,eletrico,224
2018,ESPIRITO SANTO,automovel,flex,722174
2018,ESPIRITO SANTO,automovel,gasolina,127088
2018,ESPIRITO SANTO,automovel,gnv,34329
2018,ESPIRITO SANTO,caminhao,diesel,72470
2018,ESPIRITO SANTO,caminhaotrator,diesel,18131
2018,ESPIRITO SANTO,caminhonete,diesel,47319
2018,ESPIRITO SANTO,caminhonete,eletrico,36
2018,ESPIRITO SANTO,caminhonete,gasolina,102215
2018,ESPIRITO SANTO,camioneta,diesel,25513
2018,ESPIRITO SANTO,camioneta,eletrico,19
2018,ESPIRITO SANTO,camioneta,gasolina,55112
2018,ESPIRITO SANTO,microonibus,diesel,8105
2018,ESPIRITO SANTO,motocicleta,gasolina,439620
2018,ESPIRITO SANTO,motoneta,gasolina,106061
2018,ESPIRITO SANTO,onibus,diesel,14610
2018,ESPIRITO SANTO,utilitario,eletrico,4
2018,ESPIRITO SANTO,utilitario,flex,14466
2018,ESPIRITO SANTO,utilitario,gasolina,4299
2018,GOIAS,automovel,alcool,159592
2018,GOIAS,automovel,eletrico,198
2018,GOIAS,automovel,flex,1358360
2018,GOIAS,automovel,gasolina,291845
2018,GOIAS,automovel,gnv,4510
2018,GOIAS,caminhao,diesel,109898
2018,GOIAS,caminhaotrator,diesel,30697
2018,GOIAS,caminhonete,diesel,120747
2018,GOIAS,caminhonete,eletrico,39
2018,GOIAS,caminhonete,gasolina,237594
2018,GOIAS,camioneta,diesel,30097
2018,GOIAS,camioneta,eletrico,10
2018,GOIAS,camioneta,gasolina,59221
2018,GOIAS,microonibus,diesel,9833
2018,GOIAS,motocicleta,gasolina,868303
2018,GOIAS,motoneta,gasolina,275586
2018,GOIAS,onibus,diesel,22703
2018,GOIAS,utilitario,eletrico,3
2018,GOIAS,utilitario,flex,18055
2018,GOIAS,utilitario,gasolina,6061
2018,MARANHAO,automovel,alcool,13797
2018,MARANHAO,automovel,eletrico,96
2018,MARANHAO,automovel,flex,413151
2018,MARANHAO,automovel,gasolina,0
2018,MARANHAO,automovel,gnv,266
2018,MARANHAO,caminhao,diesel,40705
2018,MARANHAO,caminhaotrator,diesel,4710
2018,MARANHAO,caminhonete,diesel,50017
2018,MARANHAO,caminhonete,eletrico,25
2018,MARANHAO,caminhonete,gasolina,60448
2018,MARANHAO,camioneta,diesel,13089
2018,MARANHAO,camioneta,eletrico,6
2018,MARANHAO,camioneta,gasolina,15818
2018,MARANHAO,microonibus,diesel,4910
2018,MARANHAO,motocicleta,gasolina,852414
2018,MARANHAO,motoneta,gasolina,146602
2018,MARANHAO,onibus,diesel,9018
2018,MARANHAO,utilitario,eletrico,2
2018,MARANHAO,utilitario,flex,9825
2018,MARANHAO,utilitario,gasolina,0
2018,MATO GROSSO,automovel,alcool,48185
2018,MATO GROSSO,automovel,eletrico,224
2018,MATO GROSSO,automovel,flex,651910
2018,MATO GROSSO,automovel,gasolina,0
2018,MATO GROSSO,automovel,gnv,1374
2018,MATO GROSSO,caminhao,diesel,70190
2018,MATO GROSSO,caminhaotrator,diesel,33835
2018,MATO GROSSO,caminhonete,diesel,90121
2018,MATO GROSSO,caminhonete,eletrico,69
2018,MATO GROSSO,caminhonete,gasolina,124900
2018,MATO GROSSO,camioneta,diesel,17637
2018,MATO GROSSO,camioneta,eletrico,13
2018,MATO GROSSO,camioneta,gasolina,24443
2018,MATO GROSSO,microonibus,diesel,3492
2018,MATO GROSSO,motocicleta,gasolina,611981
2018,MATO GROSSO,motoneta,gasolina,221559
2018,MATO GROSSO,onibus,diesel,11750
2018,MATO GROSSO,utilitario,eletrico,5
2018,MATO GROSSO,utilitario,flex,14638
2018,MATO GROSSO,utilitario,gasolina,0
2018,MATO GROSSO DO SUL,automovel,alcool,53858
2018,MATO GROSSO DO SUL,automovel,eletrico,96
2018,MATO GROSSO DO SUL,automovel,flex,539227
2018,MATO GROSSO DO SUL,automovel,gasolina,122758
2018,MATO GROSSO DO SUL,automovel,gnv,5249
2018,MATO GROSSO DO SUL,caminhao,diesel,51644
2018,MATO GROSSO DO SUL,caminhaotrator,diesel,17577
2018,MATO GROSSO DO SUL,caminhonete,diesel,65670
2018,MATO GROSSO DO SUL,caminhonete,eletrico,22
2018,MATO GROSSO DO SUL,caminhonete,gasolina,96589
2018,MATO GROSSO DO SUL,camioneta,diesel,13528
2018,MATO GROSSO DO SUL,camioneta,eletrico,4
2018,MATO GROSSO DO SUL,camioneta,gasolina,19897
2018,MATO GROSSO DO SUL,microonibus,diesel,3788
2018,MATO GROSSO DO SUL,motocicleta,gasolina,364562
2018,MATO GROSSO DO SUL,motoneta,gasolina,109302
2018,MATO GROSSO DO SUL,onibus,diesel,9731
2018,MATO GROSSO DO SUL,utilitario,eletrico,2
2018,MATO GROSSO DO SUL,utilitario,flex,9300
2018,MATO GROSSO DO SUL,utilitario,gasolina,3136
2018,MINAS GERAIS,automovel,alcool,435187
2018,MINAS GERAIS,automovel,eletrico,650
2018,MINAS GERAIS,automovel,flex,4149327
2018,MINAS GERAIS,automovel,gasolina,1402395
2018,MINAS GERAIS,automovel,gnv,33307
2018,MINAS GERAIS,caminhao,diesel,330268
2018,MINAS GERAIS,caminhaotrator,diesel,70603
2018,MINAS GERAIS,caminhonete,diesel,222709
2018,MINAS GERAIS,caminhonete,eletrico,100
2018,MINAS GERAIS,caminhonete,gasolina,700683
2018,MINAS GERAIS,camioneta,diesel,72434
2018,MINAS GERAIS,camioneta,eletrico,32
2018,MINAS GERAIS,camioneta,gasolina,227893
2018,MINAS GERAIS,microonibus,diesel,46368
2018,MINAS GERAIS,motocicleta,gasolina,2485738
2018,MINAS GERAIS,motoneta,gasolina,288291
2018,MINAS GERAIS,onibus,diesel,76148
2018,MINAS GERAIS,utilitario,eletrico,7
2018,MINAS GERAIS,utilitario,flex,46963
2018,MINAS GERAIS,utilitario,gasolina,21175
2018,PARA,automovel,alcool,23852
2018,PARA,automovel,eletrico,113
2018,PARA,automovel,flex,561309
2018,PARA,automovel,gasolina,0
2018,PARA,automovel,gnv,363
2018,PARA,caminhao,diesel,61089
2018,PARA,caminhaotrator,diesel,8651
2018,PARA,caminhonete,diesel,66521
2018,PARA,caminhonete,eletrico,27
2018,PARA,caminhonete,gasolina,75845
2018,PARA,camioneta,diesel,19105
2018,PARA,camioneta,eletrico,8
2018,PARA,camioneta,gasolina,21784
2018,PARA,microonibus,diesel,6534
2018,PARA,motocicleta,gasolina,857304
2018,PARA,motoneta,gasolina,188216
2018,PARA,onibus,diesel,18424
2018,PARA,utilitario,eletrico,3
2018,PARA,utilitario,flex,13071
2018,PARA,utilitario,gasolina,0
2018,PARAIBA,automovel,alcool,29292
2018,PARAIBA,automovel,eletrico,46
2018,PARAIBA,automovel,flex,466014
2018,PARAIBA,automovel,gasolina,0
2018,PARAIBA,automovel,gnv,22732
2018,PARAIBA,caminhao,diesel,28750
2018,PARAIBA,caminhaotrator,diesel,2752
2018,PARAIBA,caminhonete,diesel,27957
2018,PARAIBA,caminhonete,eletrico,6
2018,PARAIBA,caminhonete,gasolina,44299
2018,PARAIBA,camioneta,diesel,14249
2018,PARAIBA,camioneta,eletrico,3
2018,PARAIBA,camioneta,gasolina,22577
2018,PARAIBA,microonibus,diesel,4721
2018,PARAIBA,motocicleta,gasolina,481565
2018,PARAIBA,motoneta,gasolina,66529
2018,PARAIBA,onibus,diesel,7605
2018,PARAIBA,utilitario,eletrico,1
2018,PARAIBA,utilitario,flex,9632
2018,PARAIBA,utilitario,gasolina,414
2018,PARANA,automovel,alcool,418932
2018,PARANA,automovel,eletrico,767
2018,PARANA,automovel,flex,2493423
2018,PARANA,automovel,gasolina,1399804
2018,PARANA,automovel,gnv,38756
2018,PARANA,caminhao,diesel,266224
2018,PARANA,caminhaotrator,diesel,94017
2018,PARANA,caminhonete,diesel,185955
2018,PARANA,caminhonete,eletrico,108
2018,PARANA,caminhonete,gasolina,428867
2018,PARANA,camioneta,diesel,82247
2018,PARANA,camioneta,eletrico,48
2018,PARANA,camioneta,gasolina,189687
2018,PARANA,microonibus,diesel,22829
2018,PARANA,motocicleta,gasolina,1138945
2018,PARANA,motoneta,gasolina,289863
2018,PARANA,onibus,diesel,42298
2018,PARANA,utilitario,eletrico,10
2018,PARANA,utilitario,flex,33032
2018,PARANA,utilitario,gasolina,24607
2018,PERNAMBUCO,automovel,alcool,93968
2018,PERNAMBUCO,automovel,eletrico,202
2018,PERNAMBUCO,automovel,flex,1160407
2018,PERNAMBUCO,automovel,gasolina,0
2018,PERNAMBUCO,automovel,gnv,51647
2018,PERNAMBUCO,caminhao,diesel,92049
2018,PERNAMBUCO,caminhaotrator,diesel,12488
2018,PERNAMBUCO,caminhonete,diesel,52417
2018,PERNAMBUCO,caminhonete,eletrico,25
2018,PERNAMBUCO,caminhonete,gasolina,110655
2018,PERNAMBUCO,camioneta,diesel,32834
2018,PERNAMBUCO,camioneta,eletrico,16
2018,PERNAMBUCO,camioneta,gasolina,69313
2018,PERNAMBUCO,microonibus,diesel,18792
2018,PERNAMBUCO,motocicleta,gasolina,1028923
2018,PERNAMBUCO,motoneta,gasolina,104946
2018,PERNAMBUCO,onibus,diesel,19832
2018,PERNAMBUCO,utilitario,eletrico,3
2018,PERNAMBUCO,utilitario,flex,17884
2018,PERNAMBUCO,utilitario,gasolina,1882
2018,PIAUI,automovel,alcool,18484
2018,PIAUI,automovel,eletrico,60
2018,PIAUI,automovel,flex,328321
2018,PIAUI,automovel,gasolina,0
2018,PIAUI,automovel,gnv,704
2018,PIAUI,caminhao,diesel,29260
2018,PIAUI,caminhaotrator,diesel,2660
2018,PIAUI,caminhonete,diesel,35384
2018,PIAUI,caminhonete,eletrico,13
2018,PIAUI,caminhonete,gasolina,42611
2018,PIAUI,camioneta,diesel,14349
2018,PIAUI,camioneta,eletrico,5
2018,PIAUI,camioneta,gasolina,17279
2018,PIAUI,microonibus,diesel,3821
2018,PIAUI,motocicleta,gasolina,550264
2018,PIAUI,motoneta,gasolina,97362
2018,PIAUI,onibus,diesel,7629
2018,PIAUI,utilitario,eletrico,1
2018,PIAUI,utilitario,flex,6980
2018,PIAUI,utilitario,gasolina,0
2018,RIO DE JANEIRO,automovel,alcool,308330
2018,RIO DE JANEIRO,automovel,eletrico,628
2018,RIO DE JANEIRO,automovel,flex,1971128
2018,RIO DE JANEIRO,automovel,gasolina,887802
2018,RIO DE JANEIRO,automovel,gnv,1305001
2018,RIO DE JANEIRO,caminhao,diesel,143696
2018,RIO DE JANEIRO,caminhaotrator,diesel,18016
2018,RIO DE JANEIRO,caminhonete,diesel,49047
2018,RIO DE JANEIRO,caminhonete,eletrico,42
2018,RIO DE JANEIRO,caminhonete,gasolina,250134
2018,RIO DE JANEIRO,camioneta,diesel,55815
2018,RIO DE JANEIRO,camioneta,eletrico,48
2018,RIO DE JANEIRO,camioneta,gasolina,284655
2018,RIO DE JANEIRO,microonibus,diesel,38540
2018,RIO DE JANEIRO,motocicleta,gasolina,937862
2018,RIO DE JANEIRO,motoneta,gasolina,167702
2018,RIO DE JANEIRO,onibus,diesel,45407
2018,RIO DE JANEIRO,utilitario,eletrico,8
2018,RIO DE JANEIRO,utilitario,flex,24981
2018,RIO DE JANEIRO,utilitario,gasolina,31698
2018,RIO GRANDE DO NORTE,automovel,alcool,30116
2018,RIO GRANDE DO NORTE,automovel,eletrico,51
2018,RIO GRANDE DO NORTE,automovel,flex,445956
2018,RIO GRANDE DO NORTE,automovel,gasolina,20504
2018,RIO GRANDE DO NORTE,automovel,gnv,49262
2018,RIO GRANDE DO NORTE,caminhao,diesel,33328
2018,RIO GRANDE DO NORTE,caminhaotrator,diesel,3468
2018,RIO GRANDE DO NORTE,caminhonete,diesel,29332
2018,RIO GRANDE DO NORTE,caminhonete,eletrico,7
2018,RIO GRANDE DO NORTE,caminhonete,gasolina,48131
2018,RIO GRANDE DO NORTE,camioneta,diesel,14569
2018,RIO GRANDE DO NORTE,camioneta,eletrico,4
2018,RIO GRANDE DO NORTE,camioneta,gasolina,23907
2018,RIO GRANDE DO NORTE,microonibus,diesel,5074
2018,RIO GRANDE DO NORTE,motocicleta,gasolina,433283
2018,RIO GRANDE DO NORTE,motoneta,gasolina,59763
2018,RIO GRANDE DO NORTE,onibus,diesel,7185
2018,RIO GRANDE DO NORTE,utilitario,eletrico,1
2018,RIO GRANDE DO NORTE,utilitario,flex,12374
2018,RIO GRANDE DO NORTE,utilitario,gasolina,2771
2018,RIO GRANDE DO SUL,automovel,alcool,196798
2018,RIO GRANDE DO SUL,automovel,eletrico,595
2018,RIO GRANDE DO SUL,automovel,flex,2158959
2018,RIO GRANDE DO SUL,automovel,gasolina,1810663
2018,RIO GRANDE DO SUL,automovel,gnv,68441
2018,RIO GRANDE DO SUL,caminhao,diesel,225774
2018,RIO GRANDE DO SUL,caminhaotrator,diesel,61438
2018,RIO GRANDE DO SUL,caminhonete,diesel,148008
2018,RIO GRANDE DO SUL,caminhonete,eletrico,68
